0	0
1	1
2	0
3	0
4	0
5	1
6	0
7	1
8	0
9	0
10	1
11	0
12	0
13	0
14	0
15	0
16	1
17	0
18	0
19	1
20	1
21	1
22	0
23	0
24	1
25	1
26	1
27	1
28	0
29	0
30	1
31	0
32	1
33	0
34	0
35	1
36	0
37	1
38	1
39	1
40	1
41	0
42	1
43	0
44	1
45	0
46	1
47	1
48	0
49	0
50	1
51	0
52	1
53	0
54	0
55	1
56	0
57	0
58	1
59	0
60	1
61	1
62	0
63	0
64	0
65	0
66	1
67	0
68	1
69	0
70	0
71	1
72	1
73	0
74	1
75	1
76	1
77	0
78	0
79	1
80	1
81	0
82	1
83	1
84	1
85	0
86	0
87	0
88	0
89	1
90	1
91	0
92	0
93	1
94	0
95	0
96	1
97	1
98	0
99	0
100	0
101	1
102	1
103	1
104	1
105	1
106	1
107	0
108	1
109	1
110	1
111	1
112	0
113	0
114	0
115	1
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	1
126	1
127	1
128	1
129	1
130	1
131	1
132	1
133	0
134	0
135	0
136	0
137	1
138	0
139	0
140	1
141	0
142	1
143	1
144	1
145	0
146	1
147	1
148	1
149	0
150	1
151	0
152	0
153	1
154	0
155	0
156	0
157	0
158	1
159	1
160	1
161	0
162	1
163	0
164	1
165	0
166	0
167	1
168	1
169	0
170	0
171	1
172	1
173	1
174	0
175	1
176	1
177	0
178	1
179	0
180	0
181	1
182	1
183	0
184	1
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	1
193	0
194	1
195	0
196	1
197	1
198	0
199	0
200	1
201	1
202	0
203	0
204	0
205	1
206	1
207	0
208	1
209	1
210	0
211	1
212	0
213	0
214	0
215	0
216	1
217	0
218	1
219	1
220	1
221	1
222	0
223	1
224	1
225	1
226	1
227	1
228	0
229	1
230	1
231	1
232	1
233	0
234	0
235	0
236	0
237	1
238	0
239	1
240	0
241	0
242	1
243	1
244	1
245	0
246	1
247	1
248	1
249	0
250	1
251	1
252	1
253	0
254	1
255	0
256	1
257	0
258	1
259	1
260	1
261	0
262	1
263	0
264	1
265	0
266	1
267	1
268	1
269	1
270	0
271	0
272	0
273	1
274	1
275	1
276	0
277	1
278	0
279	1
280	0
281	0
282	0
283	1
284	1
285	1
286	0
287	0
288	1
289	0
290	1
291	0
292	1
293	1
294	1
295	0
296	0
297	0
298	1
299	0
300	1
301	0
302	0
303	0
304	1
305	0
306	0
307	1
308	0
309	0
310	1
311	0
312	1
313	0
314	0
315	0
316	1
317	0
318	0
319	1
320	1
321	1
322	1
323	0
324	1
325	0
326	0
327	1
328	1
329	1
330	1
331	1
332	1
333	1
334	0
335	1
336	0
337	1
338	0
339	0
340	0
341	1
342	1
343	1
344	1
345	1
346	1
347	0
348	0
349	0
350	0
351	1
352	0
353	0
354	0
355	0
356	1
357	0
358	0
359	1
360	0
361	0
362	1
363	0
364	1
365	1
366	0
367	0
368	0
369	1
370	1
371	1
372	0
373	1
374	0
375	0
376	1
377	0
378	1
379	0
380	1
381	1
382	1
383	0
384	1
385	1
386	0
387	1
388	0
389	0
390	1
391	0
392	0
393	1
394	0
395	0
396	1
397	1
398	0
399	0
400	1
401	0
402	1
403	0
404	0
405	0
406	0
407	0
408	0
409	1
410	1
411	1
412	1
413	0
414	1
415	0
416	1
417	0
418	1
419	1
420	1
421	0
422	0
423	1
424	0
425	0
426	0
427	1
428	0
429	0
430	0
431	0
432	0
433	1
434	1
435	0
436	1
437	1
438	1
439	0
440	0
441	1
442	1
443	1
444	1
445	0
446	1
447	0
448	0
449	1
450	1
451	0
452	1
453	0
454	1
455	1
456	1
457	0
458	1
459	0
460	1
461	0
462	0
463	0
464	1
465	0
466	0
467	1
468	1
469	0
470	0
471	0
472	0
473	1
474	0
475	1
476	1
477	1
478	0
479	0
480	1
481	1
482	1
483	0
484	0
485	1
486	1
487	0
488	1
489	1
490	1
491	1
492	0
493	1
494	1
495	0
496	0
497	1
498	1
499	1
500	0
501	0
502	0
503	1
504	1
505	1
506	0
507	1
508	0
509	1
510	1
511	1
512	0
513	1
514	1
515	1
516	1
517	1
518	0
519	1
520	0
521	0
522	0
523	1
524	0
525	0
526	0
527	0
528	1
529	0
530	1
531	0
532	1
533	1
534	1
535	0
536	1
537	0
538	0
539	0
540	1
541	1
542	0
543	0
544	0
545	1
546	0
547	1
548	1
549	1
550	0
551	0
552	1
553	0
554	1
555	0
556	1
557	0
558	0
559	1
560	0
561	1
562	1
563	0
564	1
565	1
566	1
567	0
568	0
569	1
570	0
571	0
572	0
573	0
574	0
575	1
576	1
577	1
578	0
579	1
580	1
581	0
582	0
583	0
584	1
585	0
586	1
587	0
588	1
589	1
590	1
591	1
592	1
593	1
594	0
595	1
596	1
597	0
598	1
599	1
600	0
601	0
602	1
603	1
604	0
605	1
606	1
607	0
608	1
609	1
610	1
611	0
612	0
613	0
614	1
615	0
616	0
617	1
618	0
619	1
620	0
621	0
622	0
623	1
624	0
625	1
626	0
627	1
628	1
629	1
630	1
631	1
632	1
633	1
634	1
635	1
636	0
637	1
638	1
639	0
640	0
641	1
642	0
643	0
644	0
645	0
646	0
647	0
648	1
649	0
650	0
651	1
652	1
653	0
654	1
655	0
656	0
657	1
658	0
659	0
660	1
661	0
662	0
663	0
664	1
665	0
666	0
667	0
668	0
669	1
670	0
671	0
672	0
673	0
674	1
675	1
676	1
677	1
678	0
679	1
680	0
681	0
682	0
683	1
684	1
685	0
686	1
687	1
688	0
689	0
690	0
691	1
692	0
693	1
694	1
695	0
696	0
697	1
698	1
699	1
700	0
701	0
702	0
703	1
704	1
705	1
706	1
707	1
708	1
709	0
710	0
711	0
712	1
713	1
714	1
715	0
716	0
717	1
718	0
719	0
720	0
721	0
722	0
723	1
724	1
725	1
726	1
727	0
728	1
729	0
730	0
731	1
732	0
733	1
734	0
735	1
736	0
737	1
738	1
739	1
740	1
741	1
742	0
743	0
744	0
745	0
746	1
747	1
748	0
749	1
750	0
751	0
752	1
753	1
754	1
755	0
756	1
757	1
758	0
759	0
760	1
761	1
762	1
763	0
764	1
765	0
766	0
767	1
768	0
769	0
770	1
771	1
772	1
773	0
774	1
775	1
776	1
777	0
778	1
779	0
780	1
781	1
782	0
783	0
784	0
785	0
786	1
787	0
788	0
789	0
790	1
791	1
792	1
793	0
794	0
795	0
796	0
797	1
798	0
799	1
800	0
801	1
802	0
803	1
804	1
805	1
806	0
807	0
808	1
809	1
810	1
811	1
812	1
813	0
814	1
815	0
816	0
817	0
818	1
819	1
820	0
821	1
822	0
823	0
824	1
825	1
826	0
827	1
828	1
829	0
830	1
831	1
832	0
833	1
834	1
835	0
836	1
837	0
838	0
839	0
840	0
841	0
842	0
843	0
844	1
845	0
846	0
847	0
848	1
849	1
850	0
851	0
852	0
853	0
854	0
855	0
856	0
857	1
858	1
859	0
860	1
861	0
862	1
863	1
864	0
865	1
866	0
867	0
868	1
869	0
870	1
871	0
872	1
873	1
874	0
875	1
876	0
877	1
878	1
879	0
880	0
881	0
882	0
883	0
884	1
885	1
886	1
887	0
888	0
889	1
890	1
891	0
892	0
893	0
894	1
895	0
896	1
897	0
898	0
899	1
900	0
901	0
902	0
903	0
904	1
905	0
906	1
907	1
908	1
909	1
910	1
911	0
912	1
913	0
914	0
915	1
916	1
917	1
918	1
919	1
920	0
921	1
922	0
923	1
924	0
925	1
926	1
927	0
928	1
929	1
930	0
931	0
932	1
933	1
934	0
935	1
936	1
937	0
938	1
939	0
940	1
941	0
942	1
943	0
944	1
945	1
946	0
947	1
948	0
949	1
950	0
951	0
952	0
953	1
954	0
955	1
956	0
957	1
958	1
959	1
960	1
961	0
962	0
963	0
964	0
965	1
966	1
967	0
968	1
969	1
970	0
971	0
972	1
973	0
974	1
975	1
976	1
977	1
978	0
979	1
980	1
981	1
982	0
983	0
984	1
985	0
986	0
987	1
988	1
989	0
990	0
991	1
992	0
993	1
994	1
995	0
996	1
997	0
998	1
999	0
1000	1
1001	0
1002	1
1003	1
1004	1
1005	0
1006	1
1007	1
1008	1
1009	0
1010	1
1011	1
1012	1
1013	1
1014	0
1015	0
1016	1
1017	1
1018	0
1019	0
1020	1
1021	1
1022	0
1023	0
1024	0
1025	1
1026	1
1027	0
1028	0
1029	0
1030	1
1031	0
1032	0
1033	1
1034	0
1035	0
1036	1
1037	1
1038	1
1039	0
1040	0
1041	1
1042	1
1043	1
1044	0
1045	1
1046	0
1047	0
1048	1
1049	0
1050	0
1051	0
1052	0
1053	1
1054	0
1055	1
1056	0
1057	0
1058	1
1059	1
1060	0
1061	1
